ID,FilePath,Description,Label
video_0390,data/Crime/happy/0227.mp4,Crime - happy emotion video,happy
video_0391,data/Crime/neutral/0084.mp4,Crime - neutral emotion video,neutral
video_0392,data/Crime/neutral/0090.mp4,Crime - neutral emotion video,neutral
video_0393,data/Crime/neutral/0149.mp4,Crime - neutral emotion video,neutral
video_0394,data/Crime/neutral/0156.mp4,Crime - neutral emotion video,neutral
video_0395,data/Crime/neutral/0211.mp4,Crime - neutral emotion video,neutral
video_0396,data/Crime/neutral/0228.mp4,Crime - neutral emotion video,neutral
video_0397,data/Crime/neutral/0241.mp4,Crime - neutral emotion video,neutral
video_0398,data/Crime/neutral/0344.mp4,Crime - neutral emotion video,neutral
video_0399,data/Crime/neutral/0425.mp4,Crime - neutral emotion video,neutral
video_0400,data/Crime/neutral/0505.mp4,Crime - neutral emotion video,neutral
video_0401,data/Crime/sad/0049.mp4,Crime - sad emotion video,sad
video_0402,data/Crime/sad/0073.mp4,Crime - sad emotion video,sad
video_0403,data/Crime/sad/0086.mp4,Crime - sad emotion video,sad
video_0404,data/Crime/sad/0108.mp4,Crime - sad emotion video,sad
video_0405,data/Crime/sad/0185.mp4,Crime - sad emotion video,sad
video_0406,data/Crime/sad/0227.mp4,Crime - sad emotion video,sad
video_0407,data/Crime/sad/0246.mp4,Crime - sad emotion video,sad
video_0408,data/Crime/sad/0295.mp4,Crime - sad emotion video,sad
video_0409,data/Crime/sad/0338.mp4,Crime - sad emotion video,sad
video_0410,data/Crime/sad/0391.mp4,Crime - sad emotion video,sad
video_0411,data/Crime/surprise/0003.mp4,Crime - surprise emotion video,surprise
video_0412,data/Crime/surprise/0012.mp4,Crime - surprise emotion video,surprise
video_0413,data/Crime/surprise/0055.mp4,Crime - surprise emotion video,surprise
video_0414,data/Crime/surprise/0069.mp4,Crime - surprise emotion video,surprise
video_0415,data/Crime/surprise/0095.mp4,Crime - surprise emotion video,surprise
video_0416,data/Crime/surprise/0100.mp4,Crime - surprise emotion video,surprise
video_0417,data/Crime/surprise/0105.mp4,Crime - surprise emotion video,surprise
video_0418,data/Crime/surprise/0120.mp4,Crime - surprise emotion video,surprise
video_0419,data/Crime/surprise/0128.mp4,Crime - surprise emotion video,surprise
video_0420,data/Crime/surprise/0138.mp4,Crime - surprise emotion video,surprise
video_0421,data/Crisis/angry/0021.mp4,Crisis - angry emotion video,angry
video_0422,data/Crisis/angry/0027.mp4,Crisis - angry emotion video,angry
video_0423,data/Crisis/angry/0030.mp4,Crisis - angry emotion video,angry
video_0424,data/Crisis/angry/0090.mp4,Crisis - angry emotion video,angry
video_0425,data/Crisis/angry/0093.mp4,Crisis - angry emotion video,angry
video_0426,data/Crisis/angry/0096.mp4,Crisis - angry emotion video,angry
video_0427,data/Crisis/angry/0123.mp4,Crisis - angry emotion video,angry
video_0428,data/Crisis/angry/0126.mp4,Crisis - angry emotion video,angry
video_0429,data/Crisis/angry/0152.mp4,Crisis - angry emotion video,angry
video_0430,data/Crisis/angry/0163.mp4,Crisis - angry emotion video,angry
video_0431,data/Crisis/disgust/0004.mp4,Crisis - disgust emotion video,disgust
video_0432,data/Crisis/disgust/0007.mp4,Crisis - disgust emotion video,disgust
video_0433,data/Crisis/disgust/0011.mp4,Crisis - disgust emotion video,disgust
video_0434,data/Crisis/disgust/0021.mp4,Crisis - disgust emotion video,disgust
video_0435,data/Crisis/disgust/0025.mp4,Crisis - disgust emotion video,disgust
video_0436,data/Crisis/disgust/0032.mp4,Crisis - disgust emotion video,disgust
video_0437,data/Crisis/disgust/0035.mp4,Crisis - disgust emotion video,disgust
video_0438,data/Crisis/disgust/0042.mp4,Crisis - disgust emotion video,disgust
video_0439,data/Crisis/disgust/0046.mp4,Crisis - disgust emotion video,disgust
video_0440,data/Crisis/disgust/0051.mp4,Crisis - disgust emotion video,disgust
video_0441,data/Crisis/fear/0024.mp4,Crisis - fear emotion video,fear
video_0442,data/Crisis/fear/0026.mp4,Crisis - fear emotion video,fear
video_0443,data/Crisis/fear/0050.mp4,Crisis - fear emotion video,fear
video_0444,data/Crisis/fear/0051.mp4,Crisis - fear emotion video,fear
video_0445,data/Crisis/fear/0066.mp4,Crisis - fear emotion video,fear
video_0446,data/Crisis/fear/0070.mp4,Crisis - fear emotion video,fear
video_0447,data/Crisis/fear/0092.mp4,Crisis - fear emotion video,fear
video_0448,data/Crisis/fear/0100.mp4,Crisis - fear emotion video,fear
video_0449,data/Crisis/fear/0103.mp4,Crisis - fear emotion video,fear
video_0450,data/Crisis/fear/0105.mp4,Crisis - fear emotion video,fear
video_0451,data/Crisis/happy/0011.mp4,Crisis - happy emotion video,happy
video_0452,data/Crisis/happy/0018.mp4,Crisis - happy emotion video,happy
video_0453,data/Crisis/happy/0019.mp4,Crisis - happy emotion video,happy
video_0454,data/Crisis/happy/0032.mp4,Crisis - happy emotion video,happy
video_0455,data/Crisis/happy/0042.mp4,Crisis - happy emotion video,happy
video_0456,data/Crisis/happy/0071.mp4,Crisis - happy emotion video,happy
video_0457,data/Crisis/happy/0125.mp4,Crisis - happy emotion video,happy
video_0458,data/Crisis/happy/0145.mp4,Crisis - happy emotion video,happy
video_0459,data/Crisis/happy/0148.mp4,Crisis - happy emotion video,happy
video_0460,data/Crisis/happy/0191.mp4,Crisis - happy emotion video,happy
video_0461,data/Crisis/neutral/0084.mp4,Crisis - neutral emotion video,neutral
video_0462,data/Crisis/neutral/0101.mp4,Crisis - neutral emotion video,neutral
video_0463,data/Crisis/neutral/0157.mp4,Crisis - neutral emotion video,neutral
video_0464,data/Crisis/neutral/0173.mp4,Crisis - neutral emotion video,neutral
video_0465,data/Crisis/neutral/0181.mp4,Crisis - neutral emotion video,neutral
video_0466,data/Crisis/neutral/0191.mp4,Crisis - neutral emotion video,neutral
video_0467,data/Crisis/neutral/0379.mp4,Crisis - neutral emotion video,neutral
video_0468,data/Crisis/neutral/0384.mp4,Crisis - neutral emotion video,neutral
video_0469,data/Crisis/neutral/0411.mp4,Crisis - neutral emotion video,neutral
video_0470,data/Crisis/neutral/0438.mp4,Crisis - neutral emotion video,neutral
video_0471,data/Crisis/sad/0010.mp4,Crisis - sad emotion video,sad
video_0472,data/Crisis/sad/0039.mp4,Crisis - sad emotion video,sad
video_0473,data/Crisis/sad/0075.mp4,Crisis - sad emotion video,sad
video_0474,data/Crisis/sad/0095.mp4,Crisis - sad emotion video,sad
video_0475,data/Crisis/sad/0124.mp4,Crisis - sad emotion video,sad
video_0476,data/Crisis/sad/0157.mp4,Crisis - sad emotion video,sad
video_0477,data/Crisis/sad/0159.mp4,Crisis - sad emotion video,sad
video_0478,data/Crisis/sad/0185.mp4,Crisis - sad emotion video,sad
video_0479,data/Crisis/sad/0256.mp4,Crisis - sad emotion video,sad
video_0480,data/Crisis/sad/0263.mp4,Crisis - sad emotion video,sad
video_0481,data/Crisis/surprise/0001.mp4,Crisis - surprise emotion video,surprise
video_0482,data/Crisis/surprise/0003.mp4,Crisis - surprise emotion video,surprise
video_0483,data/Crisis/surprise/0018.mp4,Crisis - surprise emotion video,surprise
video_0484,data/Crisis/surprise/0023.mp4,Crisis - surprise emotion video,surprise
video_0485,data/Crisis/surprise/0059.mp4,Crisis - surprise emotion video,surprise
video_0486,data/Crisis/surprise/0069.mp4,Crisis - surprise emotion video,surprise
video_0487,data/Crisis/surprise/0073.mp4,Crisis - surprise emotion video,surprise
video_0488,data/Crisis/surprise/0074.mp4,Crisis - surprise emotion video,surprise
video_0489,data/Crisis/surprise/0106.mp4,Crisis - surprise emotion video,surprise
video_0490,data/Crisis/surprise/0128.mp4,Crisis - surprise emotion video,surprise
video_0491,data/DailyLife/angry/0087.mp4,DailyLife - angry emotion video,angry
video_0492,data/DailyLife/angry/0106.mp4,DailyLife - angry emotion video,angry
video_0493,data/DailyLife/angry/0146.mp4,DailyLife - angry emotion video,angry
video_0494,data/DailyLife/angry/0169.mp4,DailyLife - angry emotion video,angry
video_0495,data/DailyLife/angry/0288.mp4,DailyLife - angry emotion video,angry
video_0496,data/DailyLife/angry/0384.mp4,DailyLife - angry emotion video,angry
video_0497,data/DailyLife/angry/0397.mp4,DailyLife - angry emotion video,angry
video_0498,data/DailyLife/angry/0482.mp4,DailyLife - angry emotion video,angry
video_0499,data/DailyLife/angry/0505.mp4,DailyLife - angry emotion video,angry
video_0500,data/DailyLife/angry/0512.mp4,DailyLife - angry emotion video,angry
video_0501,data/DailyLife/disgust/0003.mp4,DailyLife - disgust emotion video,disgust
video_0502,data/DailyLife/disgust/0005.mp4,DailyLife - disgust emotion video,disgust
video_0503,data/DailyLife/disgust/0006.mp4,DailyLife - disgust emotion video,disgust
video_0504,data/DailyLife/disgust/0008.mp4,DailyLife - disgust emotion video,disgust
video_0505,data/DailyLife/disgust/0009.mp4,DailyLife - disgust emotion video,disgust
video_0506,data/DailyLife/disgust/0012.mp4,DailyLife - disgust emotion video,disgust
video_0507,data/DailyLife/disgust/0014.mp4,DailyLife - disgust emotion video,disgust
video_0508,data/DailyLife/disgust/0021.mp4,DailyLife - disgust emotion video,disgust
video_0509,data/DailyLife/disgust/0025.mp4,DailyLife - disgust emotion video,disgust
video_0510,data/DailyLife/disgust/0029.mp4,DailyLife - disgust emotion video,disgust
video_0511,data/DailyLife/fear/0011.mp4,DailyLife - fear emotion video,fear
video_0512,data/DailyLife/fear/0017.mp4,DailyLife - fear emotion video,fear
video_0513,data/DailyLife/fear/0031.mp4,DailyLife - fear emotion video,fear
video_0514,data/DailyLife/fear/0048.mp4,DailyLife - fear emotion video,fear
video_0515,data/DailyLife/fear/0049.mp4,DailyLife - fear emotion video,fear
video_0516,data/DailyLife/fear/0052.mp4,DailyLife - fear emotion video,fear
video_0517,data/DailyLife/fear/0072.mp4,DailyLife - fear emotion video,fear
video_0518,data/DailyLife/fear/0081.mp4,DailyLife - fear emotion video,fear
video_0519,data/DailyLife/fear/0095.mp4,DailyLife - fear emotion video,fear
video_0520,data/DailyLife/fear/0109.mp4,DailyLife - fear emotion video,fear
video_0521,data/DailyLife/happy/0016.mp4,DailyLife - happy emotion video,happy
video_0522,data/DailyLife/happy/0049.mp4,DailyLife - happy emotion video,happy
video_0523,data/DailyLife/happy/0097.mp4,DailyLife - happy emotion video,happy
video_0524,data/DailyLife/happy/0157.mp4,DailyLife - happy emotion video,happy
video_0525,data/DailyLife/happy/0196.mp4,DailyLife - happy emotion video,happy
video_0526,data/DailyLife/happy/0208.mp4,DailyLife - happy emotion video,happy
video_0527,data/DailyLife/happy/0281.mp4,DailyLife - happy emotion video,happy
video_0528,data/DailyLife/happy/0435.mp4,DailyLife - happy emotion video,happy
video_0529,data/DailyLife/happy/0448.mp4,DailyLife - happy emotion video,happy
video_0530,data/DailyLife/happy/0460.mp4,DailyLife - happy emotion video,happy
video_0531,data/DailyLife/neutral/0076.mp4,DailyLife - neutral emotion video,neutral
video_0532,data/DailyLife/neutral/0237.mp4,DailyLife - neutral emotion video,neutral
video_0533,data/DailyLife/neutral/0275.mp4,DailyLife - neutral emotion video,neutral
video_0534,data/DailyLife/neutral/0276.mp4,DailyLife - neutral emotion video,neutral
video_0535,data/DailyLife/neutral/0307.mp4,DailyLife - neutral emotion video,neutral
video_0536,data/DailyLife/neutral/0403.mp4,DailyLife - neutral emotion video,neutral
video_0537,data/DailyLife/neutral/0406.mp4,DailyLife - neutral emotion video,neutral
video_0538,data/DailyLife/neutral/0441.mp4,DailyLife - neutral emotion video,neutral
video_0539,data/DailyLife/neutral/0448.mp4,DailyLife - neutral emotion video,neutral
video_0540,data/DailyLife/neutral/0460.mp4,DailyLife - neutral emotion video,neutral
video_0541,data/DailyLife/sad/0017.mp4,DailyLife - sad emotion video,sad
video_0542,data/DailyLife/sad/0035.mp4,DailyLife - sad emotion video,sad
video_0543,data/DailyLife/sad/0091.mp4,DailyLife - sad emotion video,sad
video_0544,data/DailyLife/sad/0133.mp4,DailyLife - sad emotion video,sad
video_0545,data/DailyLife/sad/0141.mp4,DailyLife - sad emotion video,sad
video_0546,data/DailyLife/sad/0156.mp4,DailyLife - sad emotion video,sad
video_0547,data/DailyLife/sad/0159.mp4,DailyLife - sad emotion video,sad
video_0548,data/DailyLife/sad/0244.mp4,DailyLife - sad emotion video,sad
video_0549,data/DailyLife/sad/0403.mp4,DailyLife - sad emotion video,sad
video_0550,data/DailyLife/sad/0441.mp4,DailyLife - sad emotion video,sad
video_0551,data/DailyLife/surprise/0026.mp4,DailyLife - surprise emotion video,surprise
video_0552,data/DailyLife/surprise/0027.mp4,DailyLife - surprise emotion video,surprise
video_0553,data/DailyLife/surprise/0040.mp4,DailyLife - surprise emotion video,surprise
video_0554,data/DailyLife/surprise/0041.mp4,DailyLife - surprise emotion video,surprise
video_0555,data/DailyLife/surprise/0050.mp4,DailyLife - surprise emotion video,surprise
video_0556,data/DailyLife/surprise/0060.mp4,DailyLife - surprise emotion video,surprise
video_0557,data/DailyLife/surprise/0068.mp4,DailyLife - surprise emotion video,surprise
video_0558,data/DailyLife/surprise/0069.mp4,DailyLife - surprise emotion video,surprise
video_0559,data/DailyLife/surprise/0076.mp4,DailyLife - surprise emotion video,surprise
video_0560,data/DailyLife/surprise/0078.mp4,DailyLife - surprise emotion video,surprise
video_0561,data/ElegantArt/angry/0021.mp4,ElegantArt - angry emotion video,angry
video_0562,data/ElegantArt/angry/0058.mp4,ElegantArt - angry emotion video,angry
video_0563,data/ElegantArt/angry/0065.mp4,ElegantArt - angry emotion video,angry
video_0564,data/ElegantArt/angry/0088.mp4,ElegantArt - angry emotion video,angry
video_0565,data/ElegantArt/angry/0091.mp4,ElegantArt - angry emotion video,angry
video_0566,data/ElegantArt/angry/0101.mp4,ElegantArt - angry emotion video,angry
video_0567,data/ElegantArt/angry/0132.mp4,ElegantArt - angry emotion video,angry
video_0568,data/ElegantArt/angry/0160.mp4,ElegantArt - angry emotion video,angry
video_0569,data/ElegantArt/angry/0208.mp4,ElegantArt - angry emotion video,angry
video_0570,data/ElegantArt/angry/0213.mp4,ElegantArt - angry emotion video,angry
video_0571,data/ElegantArt/disgust/0000.mp4,ElegantArt - disgust emotion video,disgust
video_0572,data/ElegantArt/disgust/0022.mp4,ElegantArt - disgust emotion video,disgust
video_0573,data/ElegantArt/disgust/0029.mp4,ElegantArt - disgust emotion video,disgust
video_0574,data/ElegantArt/disgust/0034.mp4,ElegantArt - disgust emotion video,disgust
video_0575,data/ElegantArt/disgust/0039.mp4,ElegantArt - disgust emotion video,disgust
video_0576,data/ElegantArt/disgust/0050.mp4,ElegantArt - disgust emotion video,disgust
video_0577,data/ElegantArt/disgust/0054.mp4,ElegantArt - disgust emotion video,disgust
video_0578,data/ElegantArt/disgust/0057.mp4,ElegantArt - disgust emotion video,disgust
video_0579,data/ElegantArt/disgust/0065.mp4,ElegantArt - disgust emotion video,disgust
video_0580,data/ElegantArt/disgust/0069.mp4,ElegantArt - disgust emotion video,disgust
video_0581,data/ElegantArt/fear/0004.mp4,ElegantArt - fear emotion video,fear
video_0582,data/ElegantArt/fear/0009.mp4,ElegantArt - fear emotion video,fear
video_0583,data/ElegantArt/fear/0010.mp4,ElegantArt - fear emotion video,fear
video_0584,data/ElegantArt/fear/0011.mp4,ElegantArt - fear emotion video,fear
video_0585,data/ElegantArt/fear/0015.mp4,ElegantArt - fear emotion video,fear
video_0586,data/ElegantArt/fear/0020.mp4,ElegantArt - fear emotion video,fear
video_0587,data/ElegantArt/fear/0022.mp4,ElegantArt - fear emotion video,fear
video_0588,data/ElegantArt/fear/0029.mp4,ElegantArt - fear emotion video,fear
video_0589,data/ElegantArt/fear/0036.mp4,ElegantArt - fear emotion video,fear
video_0590,data/ElegantArt/fear/0049.mp4,ElegantArt - fear emotion video,fear
video_0591,data/ElegantArt/happy/0011.mp4,ElegantArt - happy emotion video,happy
video_0592,data/ElegantArt/happy/0013.mp4,ElegantArt - happy emotion video,happy
video_0593,data/ElegantArt/happy/0024.mp4,ElegantArt - happy emotion video,happy
video_0594,data/ElegantArt/happy/0031.mp4,ElegantArt - happy emotion video,happy
video_0595,data/ElegantArt/happy/0057.mp4,ElegantArt - happy emotion video,happy
video_0596,data/ElegantArt/happy/0072.mp4,ElegantArt - happy emotion video,happy
video_0597,data/ElegantArt/happy/0121.mp4,ElegantArt - happy emotion video,happy
video_0598,data/ElegantArt/happy/0139.mp4,ElegantArt - happy emotion video,happy
video_0599,data/ElegantArt/happy/0160.mp4,ElegantArt - happy emotion video,happy
video_0600,data/ElegantArt/happy/0173.mp4,ElegantArt - happy emotion video,happy
video_0601,data/ElegantArt/neutral/0008.mp4,ElegantArt - neutral emotion video,neutral
video_0602,data/ElegantArt/neutral/0078.mp4,ElegantArt - neutral emotion video,neutral
video_0603,data/ElegantArt/neutral/0090.mp4,ElegantArt - neutral emotion video,neutral
video_0604,data/ElegantArt/neutral/0095.mp4,ElegantArt - neutral emotion video,neutral
video_0605,data/ElegantArt/neutral/0107.mp4,ElegantArt - neutral emotion video,neutral
video_0606,data/ElegantArt/neutral/0199.mp4,ElegantArt - neutral emotion video,neutral
video_0607,data/ElegantArt/neutral/0222.mp4,ElegantArt - neutral emotion video,neutral
video_0608,data/ElegantArt/neutral/0241.mp4,ElegantArt - neutral emotion video,neutral
video_0609,data/ElegantArt/neutral/0261.mp4,ElegantArt - neutral emotion video,neutral
video_0610,data/ElegantArt/neutral/0273.mp4,ElegantArt - neutral emotion video,neutral
video_0611,data/ElegantArt/sad/0005.mp4,ElegantArt - sad emotion video,sad
video_0612,data/ElegantArt/sad/0037.mp4,ElegantArt - sad emotion video,sad
video_0613,data/ElegantArt/sad/0057.mp4,ElegantArt - sad emotion video,sad
video_0614,data/ElegantArt/sad/0127.mp4,ElegantArt - sad emotion video,sad
video_0615,data/ElegantArt/sad/0166.mp4,ElegantArt - sad emotion video,sad
video_0616,data/ElegantArt/sad/0178.mp4,ElegantArt - sad emotion video,sad
video_0617,data/ElegantArt/sad/0219.mp4,ElegantArt - sad emotion video,sad
video_0618,data/ElegantArt/sad/0275.mp4,ElegantArt - sad emotion video,sad
video_0619,data/ElegantArt/sad/0318.mp4,ElegantArt - sad emotion video,sad
video_0620,data/ElegantArt/sad/0332.mp4,ElegantArt - sad emotion video,sad
video_0621,data/ElegantArt/surprise/0008.mp4,ElegantArt - surprise emotion video,surprise
video_0622,data/ElegantArt/surprise/0028.mp4,ElegantArt - surprise emotion video,surprise
video_0623,data/ElegantArt/surprise/0029.mp4,ElegantArt - surprise emotion video,surprise
video_0624,data/ElegantArt/surprise/0042.mp4,ElegantArt - surprise emotion video,surprise
video_0625,data/ElegantArt/surprise/0055.mp4,ElegantArt - surprise emotion video,surprise
video_0626,data/ElegantArt/surprise/0062.mp4,ElegantArt - surprise emotion video,surprise
video_0627,data/ElegantArt/surprise/0067.mp4,ElegantArt - surprise emotion video,surprise
video_0628,data/ElegantArt/surprise/0070.mp4,ElegantArt - surprise emotion video,surprise
video_0629,data/ElegantArt/surprise/0078.mp4,ElegantArt - surprise emotion video,surprise
video_0630,data/ElegantArt/surprise/0085.mp4,ElegantArt - surprise emotion video,surprise
video_0631,data/Experiment/angry/0002.mp4,Experiment - angry emotion video,angry
video_0632,data/Experiment/angry/0010.mp4,Experiment - angry emotion video,angry
video_0633,data/Experiment/angry/0011.mp4,Experiment - angry emotion video,angry
video_0634,data/Experiment/angry/0014.mp4,Experiment - angry emotion video,angry
video_0635,data/Experiment/angry/0023.mp4,Experiment - angry emotion video,angry
video_0636,data/Experiment/angry/0029.mp4,Experiment - angry emotion video,angry
video_0637,data/Experiment/angry/0031.mp4,Experiment - angry emotion video,angry
video_0638,data/Experiment/angry/0034.mp4,Experiment - angry emotion video,angry
video_0639,data/Experiment/angry/0035.mp4,Experiment - angry emotion video,angry
video_0640,data/Experiment/angry/0037.mp4,Experiment - angry emotion video,angry
video_0641,data/Experiment/disgust/0000.mp4,Experiment - disgust emotion video,disgust
video_0642,data/Experiment/disgust/0001.mp4,Experiment - disgust emotion video,disgust
video_0643,data/Experiment/disgust/0002.mp4,Experiment - disgust emotion video,disgust
video_0644,data/Experiment/disgust/0003.mp4,Experiment - disgust emotion video,disgust
video_0645,data/Experiment/disgust/0004.mp4,Experiment - disgust emotion video,disgust
video_0646,data/Experiment/disgust/0005.mp4,Experiment - disgust emotion video,disgust
video_0647,data/Experiment/disgust/0006.mp4,Experiment - disgust emotion video,disgust
video_0648,data/Experiment/disgust/0007.mp4,Experiment - disgust emotion video,disgust
video_0649,data/Experiment/disgust/0008.mp4,Experiment - disgust emotion video,disgust
video_0650,data/Experiment/disgust/0009.mp4,Experiment - disgust emotion video,disgust
video_0651,data/Experiment/fear/0000.mp4,Experiment - fear emotion video,fear
video_0652,data/Experiment/fear/0003.mp4,Experiment - fear emotion video,fear
video_0653,data/Experiment/fear/0007.mp4,Experiment - fear emotion video,fear
video_0654,data/Experiment/fear/0009.mp4,Experiment - fear emotion video,fear
video_0655,data/Experiment/fear/0012.mp4,Experiment - fear emotion video,fear
video_0656,data/Experiment/fear/0013.mp4,Experiment - fear emotion video,fear
video_0657,data/Experiment/fear/0014.mp4,Experiment - fear emotion video,fear
video_0658,data/Experiment/fear/0015.mp4,Experiment - fear emotion video,fear
video_0659,data/Experiment/fear/0016.mp4,Experiment - fear emotion video,fear
video_0660,data/Experiment/fear/0018.mp4,Experiment - fear emotion video,fear
video_0661,data/Experiment/happy/0020.mp4,Experiment - happy emotion video,happy
video_0662,data/Experiment/happy/0033.mp4,Experiment - happy emotion video,happy
video_0663,data/Experiment/happy/0038.mp4,Experiment - happy emotion video,happy
video_0664,data/Experiment/happy/0059.mp4,Experiment - happy emotion video,happy
video_0665,data/Experiment/happy/0090.mp4,Experiment - happy emotion video,happy
video_0666,data/Experiment/happy/0095.mp4,Experiment - happy emotion video,happy
video_0667,data/Experiment/happy/0103.mp4,Experiment - happy emotion video,happy
video_0668,data/Experiment/happy/0106.mp4,Experiment - happy emotion video,happy
video_0669,data/Experiment/happy/0128.mp4,Experiment - happy emotion video,happy
video_0670,data/Experiment/happy/0156.mp4,Experiment - happy emotion video,happy
video_0671,data/Experiment/neutral/0006.mp4,Experiment - neutral emotion video,neutral
video_0672,data/Experiment/neutral/0023.mp4,Experiment - neutral emotion video,neutral
video_0673,data/Experiment/neutral/0042.mp4,Experiment - neutral emotion video,neutral
video_0674,data/Experiment/neutral/0053.mp4,Experiment - neutral emotion video,neutral
video_0675,data/Experiment/neutral/0070.mp4,Experiment - neutral emotion video,neutral
video_0676,data/Experiment/neutral/0083.mp4,Experiment - neutral emotion video,neutral
video_0677,data/Experiment/neutral/0093.mp4,Experiment - neutral emotion video,neutral
video_0678,data/Experiment/neutral/0183.mp4,Experiment - neutral emotion video,neutral
video_0679,data/Experiment/neutral/0211.mp4,Experiment - neutral emotion video,neutral
video_0680,data/Experiment/neutral/0228.mp4,Experiment - neutral emotion video,neutral
video_0681,data/Experiment/sad/0000.mp4,Experiment - sad emotion video,sad
video_0682,data/Experiment/sad/0001.mp4,Experiment - sad emotion video,sad
video_0683,data/Experiment/sad/0002.mp4,Experiment - sad emotion video,sad
video_0684,data/Experiment/sad/0003.mp4,Experiment - sad emotion video,sad
video_0685,data/Experiment/sad/0004.mp4,Experiment - sad emotion video,sad
video_0686,data/Experiment/sad/0005.mp4,Experiment - sad emotion video,sad
video_0687,data/Experiment/sad/0006.mp4,Experiment - sad emotion video,sad
video_0688,data/Experiment/sad/0007.mp4,Experiment - sad emotion video,sad
video_0689,data/Experiment/sad/0008.mp4,Experiment - sad emotion video,sad
video_0690,data/Experiment/sad/0010.mp4,Experiment - sad emotion video,sad
video_0691,data/Experiment/surprise/0001.mp4,Experiment - surprise emotion video,surprise
video_0692,data/Experiment/surprise/0002.mp4,Experiment - surprise emotion video,surprise
video_0693,data/Experiment/surprise/0004.mp4,Experiment - surprise emotion video,surprise
video_0694,data/Experiment/surprise/0005.mp4,Experiment - surprise emotion video,surprise
video_0695,data/Experiment/surprise/0009.mp4,Experiment - surprise emotion video,surprise
video_0696,data/Experiment/surprise/0011.mp4,Experiment - surprise emotion video,surprise
video_0697,data/Experiment/surprise/0013.mp4,Experiment - surprise emotion video,surprise
video_0698,data/Experiment/surprise/0014.mp4,Experiment - surprise emotion video,surprise
video_0699,data/Experiment/surprise/0030.mp4,Experiment - surprise emotion video,surprise
video_0700,data/Experiment/surprise/0034.mp4,Experiment - surprise emotion video,surprise
video_0701,data/History/angry/0001.mp4,History - angry emotion video,angry
video_0702,data/History/angry/0005.mp4,History - angry emotion video,angry
video_0703,data/History/angry/0149.mp4,History - angry emotion video,angry
video_0704,data/History/angry/0159.mp4,History - angry emotion video,angry
video_0705,data/History/angry/0176.mp4,History - angry emotion video,angry
video_0706,data/History/angry/0189.mp4,History - angry emotion video,angry
video_0707,data/History/angry/0216.mp4,History - angry emotion video,angry
video_0708,data/History/angry/0222.mp4,History - angry emotion video,angry
video_0709,data/History/angry/0294.mp4,History - angry emotion video,angry
video_0710,data/History/angry/0482.mp4,History - angry emotion video,angry
video_0711,data/History/disgust/0003.mp4,History - disgust emotion video,disgust
video_0712,data/History/disgust/0007.mp4,History - disgust emotion video,disgust
video_0713,data/History/disgust/0013.mp4,History - disgust emotion video,disgust
video_0714,data/History/disgust/0020.mp4,History - disgust emotion video,disgust
video_0715,data/History/disgust/0029.mp4,History - disgust emotion video,disgust
video_0716,data/History/disgust/0035.mp4,History - disgust emotion video,disgust
video_0717,data/History/disgust/0058.mp4,History - disgust emotion video,disgust
video_0718,data/History/disgust/0068.mp4,History - disgust emotion video,disgust
video_0719,data/History/disgust/0069.mp4,History - disgust emotion video,disgust
video_0720,data/History/disgust/0083.mp4,History - disgust emotion video,disgust
video_0721,data/History/fear/0005.mp4,History - fear emotion video,fear
video_0722,data/History/fear/0011.mp4,History - fear emotion video,fear
video_0723,data/History/fear/0018.mp4,History - fear emotion video,fear
video_0724,data/History/fear/0052.mp4,History - fear emotion video,fear
video_0725,data/History/fear/0092.mp4,History - fear emotion video,fear
video_0726,data/History/fear/0116.mp4,History - fear emotion video,fear
video_0727,data/History/fear/0127.mp4,History - fear emotion video,fear
video_0728,data/History/fear/0128.mp4,History - fear emotion video,fear
video_0729,data/History/fear/0137.mp4,History - fear emotion video,fear
video_0730,data/History/fear/0200.mp4,History - fear emotion video,fear
video_0731,data/History/happy/0004.mp4,History - happy emotion video,happy
video_0732,data/History/happy/0044.mp4,History - happy emotion video,happy
video_0733,data/History/happy/0087.mp4,History - happy emotion video,happy
video_0734,data/History/happy/0094.mp4,History - happy emotion video,happy
video_0735,data/History/happy/0120.mp4,History - happy emotion video,happy
video_0736,data/History/happy/0128.mp4,History - happy emotion video,happy
video_0737,data/History/happy/0160.mp4,History - happy emotion video,happy
video_0738,data/History/happy/0218.mp4,History - happy emotion video,happy
video_0739,data/History/happy/0245.mp4,History - happy emotion video,happy
video_0740,data/History/happy/0284.mp4,History - happy emotion video,happy
video_0741,data/History/neutral/0020.mp4,History - neutral emotion video,neutral
video_0742,data/History/neutral/0025.mp4,History - neutral emotion video,neutral
video_0743,data/History/neutral/0135.mp4,History - neutral emotion video,neutral
video_0744,data/History/neutral/0160.mp4,History - neutral emotion video,neutral
video_0745,data/History/neutral/0183.mp4,History - neutral emotion video,neutral
video_0746,data/History/neutral/0257.mp4,History - neutral emotion video,neutral
video_0747,data/History/neutral/0282.mp4,History - neutral emotion video,neutral
video_0748,data/History/neutral/0380.mp4,History - neutral emotion video,neutral
video_0749,data/History/neutral/0449.mp4,History - neutral emotion video,neutral
video_0750,data/History/neutral/0473.mp4,History - neutral emotion video,neutral
video_0751,data/History/sad/0008.mp4,History - sad emotion video,sad
video_0752,data/History/sad/0182.mp4,History - sad emotion video,sad
